time,open,high,low,close,volume
2024-11-15,79.3,79.54,78.07,79.46,756953
2024-11-18,79.15,79.23,77.69,78.23,758061
2024-11-19,78.46,78.61,77.15,78.23,580579
2024-11-20,77.92,78.69,77.0,78.46,729721
2024-11-21,78.46,78.61,77.07,78.23,693401
2024-11-22,78.23,78.77,77.69,78.23,605190
2024-11-25,78.15,79.07,78.07,79.07,773798
2024-11-26,79.15,79.46,78.77,79.38,579027
2024-11-27,79.23,79.46,78.54,78.77,569040
2024-11-28,78.84,79.15,78.3,78.61,636166
2024-11-29,78.61,78.77,77.23,78.77,675604
2024-12-02,78.92,79.0,77.92,78.69,576655
2024-12-03,78.46,78.69,77.69,78.07,696036
2024-12-04,78.0,78.07,77.23,78.0,696803
2024-12-05,78.0,79.23,77.61,79.23,790820
2024-12-06,79.07,79.23,78.38,79.07,639832
2024-12-09,78.84,79.61,78.07,79.0,681784
2024-12-10,78.92,79.0,78.38,78.92,549332
2024-12-11,78.92,79.77,78.3,79.15,685886
2024-12-12,79.15,79.61,78.46,79.15,663788
2024-12-13,79.07,79.07,78.3,78.77,575373
2024-12-16,78.77,78.77,77.77,78.46,644243
2024-12-17,78.46,78.61,77.54,78.15,671887
2024-12-18,78.0,78.0,77.3,77.46,606842
2024-12-19,77.3,77.3,75.38,76.92,1136467
2024-12-20,76.92,77.61,76.3,76.3,1008096
2024-12-23,77.15,77.77,76.54,77.38,698802
2024-12-24,77.38,77.69,76.77,77.69,676152
2024-12-25,77.77,78.46,77.3,78.46,938690
2024-12-26,78.46,78.61,77.69,78.07,621158
2024-12-27,78.15,78.3,77.69,77.84,651206
2024-12-30,77.07,77.54,76.69,77.0,752258
2024-12-31,77.3,77.3,76.46,76.92,684855
2025-01-02,77.0,77.0,76.15,76.84,747680
2025-01-03,76.84,76.84,76.07,76.54,744464
2025-01-06,76.54,76.84,76.15,76.69,664204
2025-01-07,76.69,76.84,75.77,76.54,616316
2025-01-08,76.46,76.54,75.69,76.46,488215
2025-01-09,76.46,76.46,75.92,76.38,439784
2025-01-10,76.38,76.61,75.54,75.84,470748
2025-01-13,76.0,76.3,75.46,75.84,520093
2025-01-14,75.77,75.92,75.3,75.77,491895
2025-01-15,75.84,76.46,75.61,75.92,476885
2025-01-16,76.0,76.38,74.77,76.07,728171
2025-01-17,76.07,76.23,75.38,76.15,523558
2025-01-20,75.77,76.15,75.46,76.0,421483
2025-01-21,76.15,76.38,75.46,76.0,481251
2025-01-22,76.0,76.15,75.61,76.0,474671
2025-01-23,76.0,76.54,75.84,76.15,570305
2025-01-24,76.07,76.77,75.61,76.77,612299
2025-02-03,76.54,76.54,75.3,76.0,505975
2025-02-04,76.0,76.0,75.3,75.54,544345
2025-02-05,75.54,75.92,75.0,75.15,536879
